LSOA,IMD rank,IMD decile,IDACI rank,IDACI decile,IDAOPI rank,IDAOPI decile
E01027173,"7,462",3,"7,582",3,"10,040",4
E01027174,"25,076",8,"30,302",10,"29,480",9
E01027175,"8,823",3,"7,668",3,"14,381",5
E01027176,"17,421",6,"22,915",7,"14,282",5
E01027177,"3,065",1,"2,789",1,"3,817",2
E01027178,"6,006",2,"6,662",3,"8,747",3
E01027179,"13,399",5,"10,725",4,"16,388",5
E01027180,"9,173",3,"12,614",4,"7,764",3
E01027181,"23,067",8,"28,529",9,"17,057",6
E01027182,"18,315",6,"27,621",9,"20,070",7
E01027183,"15,093",5,"12,293",4,"27,158",9
E01027184,"8,038",3,"17,501",6,"8,680",3
E01027185,"8,937",3,"14,956",5,"5,870",2
E01027186,"23,182",8,"29,055",9,"23,475",8
E01027187,"10,786",4,"22,785",7,"9,854",4
E01027188,"8,258",3,"12,673",4,"8,070",3
E01027189,"12,291",4,"13,187",5,"13,484",5
E01027190,"19,668",6,"26,450",9,"15,574",5
E01027191,"9,648",3,"16,718",6,"6,520",2
E01027192,"15,739",5,"17,362",6,"16,811",6
E01027193,"24,450",8,"30,582",10,"30,309",10
E01027194,"23,586",8,"32,044",10,"26,546",9
E01027195,"3,905",2,"6,813",3,"7,110",3
E01027196,"9,322",3,"10,249",4,"9,975",4
E01027197,"6,715",3,"6,340",2,"10,752",4
E01027198,"3,296",2,"5,340",2,"8,360",3
E01027199,"1,803",1,806,1,"5,897",2
E01027200,"3,246",1,"4,506",2,"7,149",3
E01027201,"26,875",9,"19,059",6,"30,412",10
E01027202,"20,594",7,"22,173",7,"21,278",7
E01027203,"32,069",10,"29,331",9,"29,111",9
E01027204,"24,633",8,"22,276",7,"17,589",6
E01027205,"31,983",10,"31,233",10,"18,135",6
E01027206,"30,298",10,"31,388",10,"28,422",9
E01027207,"22,912",7,"24,681",8,"30,225",10
E01027208,"28,976",9,"23,430",8,"31,032",10
E01027209,"26,270",8,"25,180",8,"23,483",8
E01027210,"21,153",7,"22,293",7,"21,282",7
E01027211,"26,900",9,"28,771",9,"29,101",9
E01027212,"24,750",8,"20,752",7,"31,432",10
E01027213,"14,481",5,"13,227",5,"17,035",6
E01027214,"5,189",2,"6,685",3,"15,826",5
E01027215,"14,086",5,"20,566",7,"18,972",6
E01027216,"24,768",8,"23,751",8,"20,715",7
E01027217,"24,556",8,"19,097",6,"27,356",9
E01027218,"25,090",8,"19,203",6,"24,549",8
E01027219,"21,377",7,"21,639",7,"18,837",6
E01027220,"18,440",6,"24,410",8,"19,560",6
E01027221,"22,600",7,"19,629",6,"24,295",8
E01027222,"26,965",9,"28,197",9,"30,465",10
E01027223,"9,944",4,"8,296",3,"10,840",4
E01027224,"7,208",3,"13,241",5,"7,813",3
E01027225,"11,015",4,"19,163",6,"3,203",1
E01027226,"5,930",2,"13,886",5,"3,487",2
E01027227,"8,524",3,"12,172",4,"5,162",2
E01027228,"8,004",3,"13,842",5,"4,529",2
E01027229,"3,897",2,"4,886",2,"8,100",3
E01027230,"4,366",2,"7,310",3,"4,876",2
E01027231,"2,963",1,"7,668",3,"1,651",1
E01027232,"17,544",6,"12,989",4,"18,372",6
E01027233,"8,072",3,"8,171",3,"10,558",4
E01027234,"16,867",6,"20,960",7,"15,493",5
E01027235,"1,139",1,941,1,"4,225",2
E01027236,"15,527",5,"24,984",8,"20,138",7
E01027237,"18,246",6,"16,055",5,"17,559",6
E01027238,"10,376",4,"13,698",5,"5,877",2
E01027239,"1,520",1,"1,397",1,"2,761",1
E01027240,"8,056",3,"12,179",4,"8,102",3
E01027241,"5,648",2,"9,293",3,"5,286",2
E01027242,"3,314",2,"4,403",2,"4,803",2
E01027243,"3,939",2,"7,758",3,"5,834",2
E01027244,"1,398",1,"2,087",1,"8,299",3
E01027245,"9,963",4,"5,270",2,"17,275",6
E01027246,"4,233",2,"3,203",1,"9,335",3
E01027247,"13,196",5,"10,839",4,"18,592",6
E01027248,"3,834",2,"3,319",2,"11,174",4
E01027249,"3,728",2,"1,813",1,"12,754",4
E01027250,"25,343",8,"30,240",10,"30,753",10
E01027252,"11,484",4,"9,071",3,"9,978",4
E01027253,"24,534",8,"22,088",7,"31,121",10
E01027254,"27,082",9,"19,468",6,"30,738",10
E01027255,"29,020",9,"23,626",8,"32,088",10
E01027256,"28,595",9,"30,076",10,"29,199",9
E01027257,"2,765",1,"28,937",9,"22,062",7
E01027258,"31,158",10,"32,283",10,"30,696",10
E01027259,"22,939",7,"23,255",8,"18,968",6
E01027260,"23,993",8,"20,267",7,"30,467",10
E01027261,"25,225",8,"29,927",10,"27,913",9
E01027262,"21,931",7,"25,866",8,"31,141",10
E01027263,"27,576",9,"19,476",6,"23,186",8
E01027264,"28,413",9,"22,727",7,"27,841",9
E01027265,"29,965",10,"29,239",9,"26,443",9
E01027266,"32,669",10,"30,184",10,"29,121",9
E01027267,"27,180",9,"28,559",9,"12,852",4
E01027268,"30,160",10,"24,589",8,"25,742",8
E01027269,"17,737",6,"16,830",6,"13,084",4
E01027270,"32,311",10,"29,865",10,"32,224",10
E01027271,"31,294",10,"31,603",10,"17,194",6
E01027272,"32,024",10,"27,822",9,"30,712",10
E01027273,"24,447",8,"23,814",8,"20,512",7
E01027274,"30,598",10,"30,648",10,"30,516",10
E01027275,"30,953",10,"28,190",9,"27,587",9
E01027276,"30,391",10,"27,925",9,"29,229",9
E01027277,"22,824",7,"24,708",8,"29,185",9
E01027279,"23,328",8,"17,464",6,"21,161",7
E01027280,"31,251",10,"27,453",9,"30,907",10
E01027281,"25,633",8,"19,743",7,"20,043",7
E01027282,"22,590",7,"21,329",7,"19,331",6
E01027283,"30,676",10,"30,557",10,"29,944",10
E01027284,"27,882",9,"26,957",9,"29,060",9
E01027285,"23,982",8,"23,927",8,"26,443",9
E01027286,"26,639",9,"29,660",10,"23,651",8
E01027287,"29,953",10,"20,900",7,"29,030",9
E01027288,"27,936",9,"24,290",8,"20,596",7
E01027289,"29,544",9,"27,465",9,"24,656",8
E01027290,"27,326",9,"31,792",10,"31,314",10
E01027291,"31,475",10,"24,257",8,"30,205",10
E01027292,"19,147",6,"21,926",7,"13,680",5
E01027293,"31,486",10,"27,468",9,"28,799",9
E01027294,"26,805",9,"26,765",9,"27,027",9
E01027295,"31,928",10,"30,312",10,"26,053",8
E01027296,"23,957",8,"29,193",9,"28,320",9
E01027297,"24,965",8,"22,804",7,"30,626",10
E01027298,"31,505",10,"29,333",9,"31,371",10
E01027299,"21,291",7,"20,357",7,"15,031",5
E01027300,"32,751",10,"30,220",10,"32,700",10
E01027301,"28,968",9,"30,864",10,"23,412",8
E01027302,"15,075",5,"16,573",6,"11,951",4
E01027303,"28,572",9,"27,130",9,"26,984",9
E01027304,"25,068",8,"29,313",9,"31,712",10
E01027305,"22,037",7,"25,026",8,"27,871",9
E01027306,"21,445",7,"30,152",10,"27,439",9
E01027307,"29,612",10,"24,993",8,"28,160",9
E01027308,"24,431",8,"22,947",7,"22,280",7
E01027309,"22,239",7,"29,919",10,"24,917",8
E01027310,"2,182",1,824,1,"3,718",2
E01027311,"19,679",6,"25,733",8,"19,168",6
E01027312,"9,798",3,"6,485",2,"13,210",5
E01027313,"11,028",4,"15,891",5,"9,890",4
E01027314,"6,578",3,"13,118",4,"3,197",1
E01027315,"12,909",4,"7,744",3,"17,588",6
E01027316,"14,050",5,"14,889",5,"7,722",3
E01027317,"7,864",3,"5,626",2,"12,220",4
E01027318,"2,296",1,"2,332",1,"4,157",2
E01027319,"9,486",3,"7,774",3,"7,262",3
E01027320,"11,214",4,"11,997",4,"13,135",4
E01027321,"20,238",7,"23,816",8,"27,107",9
E01027322,"26,891",9,"25,163",8,"20,940",7
E01027323,"19,882",7,"16,579",6,"20,357",7
E01027324,"30,757",10,"23,812",8,"30,939",10
E01027325,"25,514",8,"20,809",7,"22,558",7
E01027326,"19,292",6,"22,640",7,"24,871",8
E01027327,"10,846",4,"5,453",2,"9,485",3
E01027328,"12,260",4,"6,691",3,"19,023",6
E01027329,"23,224",8,"19,568",6,"29,105",9
E01027330,"7,105",3,"9,430",3,"10,090",4
E01027331,"6,012",2,"8,275",3,"12,114",4
E01027332,"24,375",8,"31,652",10,"24,833",8
E01027333,"29,699",10,"26,983",9,"23,977",8
E01027334,"1,736",1,767,1,"2,541",1
E01027335,"22,943",7,"17,108",6,"28,497",9
E01027336,"9,355",3,"6,982",3,"12,055",4
E01027337,"22,734",7,"21,161",7,"25,812",8
E01027338,"21,127",7,"17,953",6,"28,587",9
E01027339,"4,037",2,"1,630",1,"6,038",2
E01027340,"6,351",2,"4,376",2,"15,594",5
E01027341,"3,902",2,"3,033",1,"8,370",3
E01027342,"3,715",2,"5,049",2,"4,409",2
E01027343,"20,561",7,"30,209",10,"24,816",8
E01027344,"21,730",7,"24,421",8,"20,873",7
E01027345,"29,000",9,"28,895",9,"28,997",9
E01027346,"26,163",8,"28,200",9,"22,023",7
E01027347,"27,505",9,"27,790",9,"29,192",9
E01027348,"25,263",8,"27,054",9,"22,351",7
E01027349,"4,558",2,"16,208",5,"2,663",1
E01027350,"11,202",4,"17,069",6,"15,482",5
E01027351,"3,887",2,"9,006",3,"7,156",3
E01027352,"11,276",4,"21,296",7,"8,156",3
E01027353,"22,591",7,"29,072",9,"25,259",8
E01027354,"21,173",7,"19,884",7,"15,709",5
E01027355,"30,697",10,"29,346",9,"29,828",10
E01027356,"25,070",8,"20,596",7,"25,677",8
E01027357,"31,865",10,"25,449",8,"29,306",9
E01027358,"18,762",6,"18,472",6,"15,155",5
E01027359,"7,431",3,"8,585",3,"7,539",3
E01027361,"11,561",4,"11,485",4,"11,814",4
E01027362,"12,353",4,"10,790",4,"14,578",5
E01027363,"3,020",1,"2,599",1,"7,100",3
E01027364,"22,870",7,"17,007",6,"23,437",8
E01027365,"15,887",5,"19,547",6,"24,039",8
E01027366,"19,150",6,"19,251",6,"23,221",8
E01027367,"29,527",9,"28,210",9,"22,922",7
E01027368,"15,867",5,"24,107",8,"17,888",6
E01027369,"26,291",9,"21,138",7,"29,997",10
E01027370,"28,501",9,"25,436",8,"29,395",9
E01027371,"18,861",6,"15,673",5,"17,084",6
E01027372,"21,405",7,"21,932",7,"28,346",9
E01027373,"11,179",4,"18,662",6,"23,641",8
E01027374,"12,801",4,"10,458",4,"17,762",6
E01027375,"11,265",4,"19,572",6,"19,477",6
E01027376,"10,505",4,"14,395",5,"7,350",3
E01027377,"14,755",5,"15,137",5,"16,776",6
E01027378,"22,380",7,"27,915",9,"26,659",9
E01027379,"26,512",9,"25,962",8,"25,836",8
E01027380,"9,175",3,"23,282",8,"16,949",6
E01027381,"9,748",3,"19,047",6,"18,844",6
E01027382,"11,295",4,"14,599",5,"21,620",7
E01027383,"17,149",6,"27,249",9,"15,339",5
E01027384,"16,817",6,"15,732",5,"23,071",8
E01027385,"7,133",3,"6,365",2,"6,984",3
E01027386,"14,032",5,"17,879",6,"19,971",7
E01027387,"11,957",4,"12,826",4,"9,905",4
E01027388,"6,664",3,"2,671",1,"11,347",4
E01027389,"12,587",4,"12,170",4,"16,666",6
E01027390,"19,930",7,"15,880",5,"15,476",5
E01027391,"5,834",2,"4,454",2,"12,897",4
E01027392,778,1,"2,478",1,"2,231",1
E01027393,"1,995",1,"2,592",1,"5,994",2
E01027394,"15,299",5,"16,259",5,"23,865",8
E01027395,"6,289",2,"10,430",4,"4,483",2
E01027396,"9,294",3,"10,555",4,"10,194",4
E01027397,"4,148",2,"5,778",2,"7,396",3
E01027398,"3,621",2,"2,847",1,"6,901",3
E01027399,"27,162",9,"30,909",10,"29,898",10
E01027400,"30,656",10,"32,302",10,"29,984",10
E01027401,"31,601",10,"32,641",10,"32,434",10
E01027402,"30,760",10,"32,532",10,"32,112",10
E01027403,"32,495",10,"30,211",10,"31,003",10
E01027404,"22,634",7,"27,517",9,"25,731",8
E01027405,"26,228",8,"28,164",9,"30,683",10
E01027406,"24,229",8,"24,192",8,"31,874",10
E01027407,"23,902",8,"20,158",7,"25,960",8
E01027408,"12,025",4,"8,484",3,"12,602",4
E01027409,"13,854",5,"18,605",6,"19,232",6
E01027410,"29,843",10,"32,556",10,"30,445",10
E01027411,"8,368",3,"11,368",4,"14,457",5
E01027412,"2,162",1,"3,239",1,"6,114",2
E01027413,"10,644",4,"8,504",3,"13,733",5
E01027414,"4,316",2,"5,286",2,"14,052",5
E01027415,725,1,"2,028",1,"6,932",3
E01027416,133,1,84,1,"2,163",1
E01027417,"21,315",7,"22,192",7,"21,948",7
E01027418,"21,864",7,"14,930",5,"18,527",6
E01027419,"18,130",6,"17,080",6,"14,502",5
E01027420,"24,976",8,"24,712",8,"20,726",7
E01027421,"8,260",3,"7,464",3,"9,733",3
E01027422,"3,010",1,"9,005",3,"6,322",2
E01027423,"4,788",2,"9,781",3,"8,475",3
E01027424,"1,413",1,"1,011",1,"7,846",3
E01027425,"18,042",6,"16,202",5,"17,636",6
E01027426,"1,343",1,602,1,"5,557",2
E01027427,"2,866",1,"1,832",1,"12,193",4
E01027428,"18,545",6,"20,244",7,"30,071",10
E01027429,"2,899",1,"2,776",1,"7,148",3
E01027430,"5,667",2,"2,017",1,"9,708",3
E01027431,"2,130",1,"2,541",1,"8,162",3
E01027432,"9,729",3,"6,371",2,"14,409",5
E01027433,"12,292",4,"13,277",5,"7,370",3
E01027434,"18,152",6,"20,327",7,"20,127",7
E01027435,"10,446",4,"8,737",3,"18,073",6
E01027436,"12,530",4,"11,112",4,"19,711",7
E01027437,"28,180",9,"32,549",10,"26,717",9
E01027438,"22,213",7,"20,465",7,"25,390",8
E01027439,"26,323",9,"28,858",9,"31,562",10
E01027440,"20,499",7,"30,154",10,"26,427",9
E01027441,"16,308",5,"21,586",7,"13,580",5
E01027442,"10,226",4,"10,138",4,"10,335",4
E01027443,"6,400",2,"7,547",3,"11,025",4
E01027444,"9,609",3,"14,303",5,"15,270",5
E01027445,"12,178",4,"10,316",4,"24,224",8
E01027446,"23,961",8,"25,708",8,"27,483",9
E01027447,"16,930",6,"25,615",8,"25,787",8
E01027448,"14,827",5,"32,068",10,"29,367",9
E01027449,"28,566",9,"29,145",9,"27,759",9
E01027450,"22,872",7,"31,422",10,"25,910",8
E01027451,"1,474",1,"1,396",1,"8,230",3
E01027452,"14,860",5,"9,839",3,"17,023",6
E01027453,"15,236",5,"17,910",6,"12,876",4
E01027455,"31,666",10,"31,843",10,"31,852",10
E01027456,"31,715",10,"30,690",10,"32,783",10
E01027457,"22,886",7,"32,519",10,"28,606",9
E01027458,"30,410",10,"28,382",9,"31,318",10
E01027460,"30,361",10,"30,349",10,"30,689",10
E01027461,"7,178",3,"3,916",2,"14,113",5
E01027462,"6,691",3,"5,666",2,"9,402",3
E01027463,"28,760",9,"24,418",8,"31,469",10
E01027464,"29,994",10,"32,475",10,"25,839",8
E01027465,"27,737",9,"24,050",8,"30,582",10
E01027466,"19,399",6,"14,797",5,"15,164",5
E01027468,"32,414",10,"30,951",10,"32,808",10
E01027469,"32,396",10,"31,753",10,"32,658",10
E01027471,"31,073",10,"31,595",10,"32,392",10
E01027472,"18,940",6,"23,982",8,"21,094",7
E01027473,"22,614",7,"27,605",9,"28,857",9
E01027474,"13,698",5,"9,292",3,"15,981",5
E01027475,"18,175",6,"19,806",7,"24,839",8
E01027476,"18,659",6,"17,819",6,"20,430",7
E01027477,"14,531",5,"22,706",7,"26,096",8
E01027478,"21,892",7,"20,727",7,"18,086",6
E01027479,"18,068",6,"23,189",8,"20,329",7
E01027480,"16,088",5,"24,338",8,"25,083",8
E01027481,"26,829",9,"29,320",9,"22,334",7
E01027482,"29,411",9,"29,434",9,"26,080",8
E01027483,"17,809",6,"31,626",10,"24,477",8
E01027484,"17,158",6,"21,753",7,"28,242",9
E01027485,"10,568",4,"9,747",3,"12,531",4
E01027486,"21,475",7,"23,915",8,"19,437",6
E01027487,"15,390",5,"7,760",3,"21,296",7
E01027488,"18,272",6,"23,695",8,"18,430",6
E01027489,"23,345",8,"22,821",7,"21,502",7
E01027490,"18,169",6,"14,089",5,"14,149",5
E01027491,"28,086",9,"20,459",7,"30,298",10
E01027492,"30,806",10,"26,576",9,"31,137",10
E01027493,"6,081",2,"3,890",2,"10,106",4
E01027494,"30,823",10,"30,938",10,"31,378",10
E01027495,"24,620",8,"21,553",7,"25,926",8
E01027496,"20,298",7,"21,065",7,"18,587",6
E01027497,"27,097",9,"25,022",8,"22,754",7
E01027498,"12,152",4,"9,016",3,"7,387",3
E01027499,"23,988",8,"19,705",6,"24,133",8
E01027500,"13,504",5,"10,882",4,"10,973",4
E01027501,"22,317",7,"20,734",7,"21,466",7
E01027502,"26,451",9,"19,277",6,"23,696",8
E01027503,"14,282",5,"19,305",6,"25,042",8
E01027504,"23,842",8,"30,050",10,"31,819",10
E01027505,"20,762",7,"30,107",10,"28,445",9
E01027506,"16,160",5,"26,726",9,"28,742",9
E01027507,"29,435",9,"31,290",10,"31,720",10
E01027508,"24,771",8,"19,218",6,"18,203",6
E01027509,"28,537",9,"30,808",10,"23,228",8
E01027510,"20,314",7,"27,397",9,"24,588",8
E01027511,"18,778",6,"30,504",10,"20,547",7
E01027512,"7,010",3,"13,845",5,"19,417",6
E01027513,"32,240",10,"32,319",10,"26,963",9
E01027514,"21,691",7,"13,782",5,"22,426",7
E01027515,"11,065",4,"8,590",3,"17,134",6
E01027516,"13,787",5,"12,857",4,"13,561",5
E01027517,"13,210",5,"12,156",4,"17,814",6
E01027518,"2,921",1,"1,217",1,"8,962",3
E01027519,"3,267",1,"1,631",1,"11,343",4
E01027520,"30,645",10,"27,749",9,"30,106",10
E01027521,"27,751",9,"27,154",9,"28,813",9
E01027522,"5,209",2,"2,321",1,"11,094",4
E01027523,"9,856",4,"9,777",3,"15,541",5
E01027524,"13,626",5,"13,021",4,"17,501",6
E01027525,"9,050",3,"18,352",6,"10,548",4
E01027526,"27,518",9,"28,060",9,"31,448",10
E01027527,"2,425",1,"1,497",1,"8,589",3
E01027528,"3,883",2,"1,655",1,"13,200",5
E01027529,"12,550",4,"13,280",5,"22,694",7
E01027530,"5,396",2,"3,973",2,"8,494",3
E01027531,"8,643",3,"5,731",2,"14,794",5
E01027532,"17,005",6,"10,525",4,"29,047",9
E01027533,693,1,"1,161",1,"5,144",2
E01027534,"4,106",2,"5,632",2,"10,084",4
E01027535,"25,583",8,"26,616",9,"29,132",9
E01027536,"16,510",6,"10,069",4,"19,469",6
E01027537,"6,822",3,"7,381",3,"9,908",4
E01027538,"28,189",9,"32,620",10,"29,869",10
E01027539,"1,243",1,289,1,"11,777",4
E01027540,"1,056",1,382,1,"5,049",2
E01027541,"5,114",2,"9,321",3,"14,298",5
E01027542,"1,124",1,327,1,"4,826",2
E01027543,"2,563",1,"1,864",1,"7,554",3
E01027544,"8,867",3,"6,823",3,"15,572",5
E01027545,"1,248",1,"1,281",1,"11,369",4
E01027546,"2,543",1,"1,776",1,"11,699",4
E01027549,"25,714",8,"30,290",10,"32,622",10
E01027550,"9,602",3,"11,000",4,"16,853",6
E01027551,"6,144",2,"6,769",3,"7,464",3
E01027552,"4,187",2,"2,556",1,"16,126",5
E01027553,"14,380",5,"11,215",4,"19,088",6
E01027554,"21,016",7,"17,893",6,"28,213",9
E01027555,"30,238",10,"30,587",10,"26,701",9
E01027556,"23,934",8,"26,378",9,"23,950",8
E01027557,"18,172",6,"32,755",10,"30,572",10
E01027558,"23,021",8,"27,357",9,"27,441",9
E01027559,"18,727",6,"18,405",6,"20,113",7
E01027560,"19,662",6,"26,286",9,"21,469",7
E01027561,"31,329",10,"30,062",10,"29,514",9
E01027562,"18,903",6,"30,833",10,"30,416",10
E01027563,"24,091",8,"16,975",6,"20,206",7
E01027564,"15,855",5,"19,813",7,"12,886",4
E01027565,"30,629",10,"31,832",10,"26,065",8
E01027566,"23,734",8,"27,731",9,"22,266",7
E01027567,"29,144",9,"20,321",7,"30,468",10
E01027568,"25,264",8,"23,003",8,"29,949",10
E01027569,"20,113",7,"31,332",10,"30,844",10
E01027570,"19,702",6,"27,798",9,"23,920",8
E01027571,"20,302",7,"26,466",9,"31,398",10
E01027572,"19,608",6,"20,006",7,"20,706",7
E01027573,"19,505",6,"24,927",8,"21,868",7
E01027574,"28,305",9,"32,728",10,"29,155",9
E01027575,"26,372",9,"28,759",9,"17,919",6
E01027576,"31,776",10,"30,529",10,"27,867",9
E01027577,"27,995",9,"32,794",10,"18,405",6
E01027578,"17,199",6,"24,945",8,"19,517",6
E01027579,"6,484",2,"9,275",3,"8,640",3
E01027580,"5,522",2,"6,514",2,"4,635",2
E01027581,"12,757",4,"12,440",4,"16,877",6
E01027582,"15,766",5,"15,573",5,"13,601",5
E01027583,"26,379",9,"28,872",9,"25,932",8
E01027584,"17,518",6,"24,944",8,"14,076",5
E01027585,"21,783",7,"25,842",8,"31,565",10
E01027586,"24,985",8,"31,675",10,"26,605",9
E01027587,"21,937",7,"16,267",5,"15,649",5
E01027588,"28,917",9,"26,643",9,"22,564",7
E01027589,"27,309",9,"23,095",8,"18,962",6
E01027590,"14,138",5,"17,340",6,"18,254",6
E01027591,"24,379",8,"25,827",8,"29,269",9
E01027592,"22,288",7,"30,738",10,"31,045",10
E01027593,"21,166",7,"27,644",9,"27,916",9
E01027594,"14,875",5,"14,345",5,"11,230",4
E01027595,"29,766",10,"28,161",9,"32,085",10
E01027596,"31,018",10,"30,389",10,"29,145",9
E01027597,"27,861",9,"30,031",10,"31,142",10
E01027598,"32,163",10,"30,013",10,"31,797",10
E01027599,"14,485",5,"8,913",3,"10,639",4
E01027600,"21,665",7,"28,454",9,"23,692",8
E01027601,"21,502",7,"27,569",9,"23,961",8
E01027603,"24,204",8,"24,913",8,"23,232",8
E01027604,"20,808",7,"23,314",8,"31,858",10
E01027605,"23,406",8,"18,949",6,"16,867",6
E01027606,"31,435",10,"27,401",9,"30,349",10
E01027607,"32,332",10,"31,700",10,"32,485",10
E01027608,"15,438",5,"14,851",5,"15,102",5
E01027609,"10,548",4,"7,235",3,"14,321",5
E01027610,"16,462",6,"18,243",6,"16,973",6
E01027611,"22,447",7,"18,012",6,"22,197",7
E01027612,"9,448",3,"9,333",3,"9,445",3
E01027613,"17,566",6,"28,767",9,"29,411",9
E01027614,"30,510",10,"26,875",9,"26,939",9
E01027615,"32,792",10,"29,418",9,"32,641",10
E01027616,"19,548",6,"18,239",6,"15,301",5
E01027617,"24,679",8,"20,710",7,"28,668",9
E01027618,"30,707",10,"30,865",10,"29,430",9
E01027619,"28,384",9,"28,605",9,"26,915",9
E01027620,"25,422",8,"22,026",7,"20,233",7
E01027621,"24,966",8,"16,984",6,"26,257",8
E01027622,"19,750",7,"30,592",10,"30,499",10
E01027623,"32,383",10,"24,903",8,"32,107",10
E01027624,"32,119",10,"25,772",8,"31,792",10
E01027625,"10,107",4,"1,082",1,"10,390",4
E01027626,"21,410",7,"18,139",6,"27,451",9
E01027627,"20,246",7,"29,775",10,"27,546",9
E01027628,"17,166",6,"30,373",10,"24,106",8
E01027629,"8,652",3,"8,291",3,"6,159",2
E01027630,"14,982",5,"15,432",5,"10,607",4
E01027631,"27,835",9,"28,305",9,"27,954",9
E01027632,"27,066",9,"23,698",8,"24,616",8
E01027633,"21,161",7,"29,929",10,"32,357",10
E01027634,"26,082",8,"31,145",10,"25,442",8
E01027635,"24,727",8,"28,055",9,"27,519",9
E01027636,"16,851",6,"26,572",9,"30,459",10
E01027637,"17,871",6,"28,567",9,"30,835",10
E01027638,"30,684",10,"23,625",8,"26,857",9
E01027639,"31,273",10,"31,896",10,"31,152",10
E01027640,"25,098",8,"20,750",7,"23,303",8
E01027641,"32,624",10,"32,717",10,"32,344",10
E01027642,"27,906",9,"25,201",8,"32,027",10
E01027643,"22,251",7,"22,143",7,"22,960",7
E01027644,"23,595",8,"26,222",8,"17,195",6
E01027645,"24,370",8,"18,510",6,"23,519",8
E01027646,"22,642",7,"31,639",10,"28,575",9
E01027647,"21,138",7,"31,474",10,"29,786",10
E01027648,"18,826",6,"17,064",6,"17,942",6
E01027649,"16,049",5,"13,388",5,"20,255",7
E01027650,"21,927",7,"22,825",7,"26,400",9
E01027651,"7,832",3,"6,818",3,"7,001",3
E01027652,"28,232",9,"31,890",10,"26,641",9
E01027653,"23,424",8,"28,389",9,"24,591",8
E01027654,"29,675",10,"31,608",10,"32,791",10
E01027655,"29,629",10,"32,715",10,"22,906",7
E01027656,"23,448",8,"26,496",9,"27,918",9
E01027657,"20,312",7,"18,666",6,"15,049",5
E01027658,"22,646",7,"18,577",6,"24,661",8
E01027659,"18,816",6,"26,266",8,"8,992",3
E01027660,"29,915",10,"32,158",10,"22,336",7
E01027661,"20,946",7,"12,329",4,"25,239",8
E01027662,"32,708",10,"32,775",10,"32,828",10
E01027663,"30,155",10,"29,603",10,"28,655",9
E01027664,"23,254",8,"30,291",10,"27,207",9
E01027665,"27,257",9,"32,656",10,"28,328",9
E01027666,"21,453",7,"29,394",9,"24,400",8
E01027667,"20,977",7,"26,357",9,"31,271",10
E01027668,"23,042",8,"16,598",6,"24,255",8
E01027669,"17,891",6,"15,856",5,"11,847",4
E01027670,"31,358",10,"31,365",10,"29,850",10
E01027671,"32,303",10,"32,778",10,"30,797",10
E01027672,"27,351",9,"21,217",7,"31,556",10
E01027673,"20,270",7,"23,149",8,"19,821",7
E01027674,"29,653",10,"31,272",10,"29,044",9
E01027675,"31,971",10,"30,113",10,"31,496",10
E01027676,"14,008",5,"15,832",5,"14,280",5
E01027677,"23,681",8,"30,729",10,"28,971",9
E01027678,"13,392",5,"16,319",5,"8,150",3
E01027679,"29,231",9,"32,756",10,"26,624",9
E01027680,"22,168",7,"20,077",7,"21,696",7
E01027681,"19,858",7,"22,185",7,"22,794",7
E01027682,"23,791",8,"30,058",10,"32,345",10
E01027683,"32,706",10,"31,567",10,"27,631",9
E01027684,"19,928",7,"24,036",8,"28,473",9
E01027685,"24,373",8,"21,010",7,"18,670",6
E01027686,"17,288",6,"24,745",8,"32,371",10
E01027687,"27,285",9,"30,706",10,"21,227",7
E01027688,"25,249",8,"30,844",10,"26,148",8
E01027689,"19,498",6,"15,373",5,"15,818",5
E01027690,"26,356",9,"22,326",7,"27,341",9
E01027691,"24,772",8,"21,210",7,"22,567",7
E01027692,"19,073",6,"23,530",8,"11,099",4
E01027693,"25,218",8,"27,695",9,"32,173",10
E01027694,"24,486",8,"19,372",6,"22,052",7
E01027695,"23,792",8,"24,401",8,"27,002",9
E01027696,"22,610",7,"32,345",10,"28,533",9
E01027697,"30,975",10,"28,679",9,"28,842",9
E01027698,"32,791",10,"30,511",10,"32,125",10
E01027699,"32,843",10,"32,732",10,"32,831",10
E01027700,"32,732",10,"32,724",10,"29,778",10
E01027701,"17,134",6,"29,904",10,"29,041",9
E01027702,"23,783",8,"13,655",5,"19,927",7
E01027703,"19,624",6,"23,774",8,"25,078",8
E01027704,"27,348",9,"32,682",10,"27,559",9
E01027705,"19,273",6,"21,830",7,"19,570",6
E01027706,"14,602",5,"13,412",5,"12,885",4
E01027707,"22,585",7,"23,415",8,"21,037",7
E01027708,"27,246",9,"24,759",8,"26,100",8
E01027709,"30,668",10,"29,210",9,"30,439",10
E01027710,"11,241",4,"11,067",4,"13,396",5
E01027711,"15,601",5,"14,791",5,"13,242",5
E01027712,"31,373",10,"23,157",8,"30,443",10
E01027713,"22,685",7,"23,643",8,"23,033",8
E01027714,"26,999",9,"26,245",8,"19,745",7
E01027715,"32,281",10,"30,319",10,"26,774",9
E01027716,"32,183",10,"32,779",10,"32,832",10
E01027717,"31,365",10,"31,963",10,"28,130",9
E01027718,"31,352",10,"26,144",8,"31,031",10
E01027719,"31,383",10,"32,772",10,"29,441",9
E01027720,"17,506",6,"15,642",5,"12,891",4
