pcds,term,usertype,oa21,lsoa11,lsoa21,lsoa21_onsname,lsoa21_name,imd_decile,msoa21,msoa21_onsname,msoa21_name,ward,ward_name,pcon,pcon_name
CV2 1DF,0,0,E00048473,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DG,0,0,E00048473,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DH,0,0,E00048506,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DJ,0,0,E00048506,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DL,0,0,E00048506,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DN,0,0,E00048473,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DP,0,0,E00048473,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DQ,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DR,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DS,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DT,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DU,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DW,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DX,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DY,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1DZ,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EA,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EB,0,0,E00048481,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1ED,1,1,E00048601,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001225,Longford,E14001180,Coventry East
CV2 1EE,0,0,E00048601,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001225,Longford,E14001180,Coventry East
CV2 1EF,0,0,E00048481,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EG,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EH,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EJ,0,0,E00048481,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EL,0,0,E00048497,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EN,0,0,E00048497,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EP,0,0,E00048497,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EQ,0,0,E00048487,E01009586,E01009586,Coventry 008E,Potters Green – Diana Drive,6,E02001965,Coventry 008,Walsgrave & Woodway Park,E05001223,Henley,E14001180,Coventry East
CV2 1ER,0,0,E00048500,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1ES,0,0,E00048500,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1ET,0,0,E00048500,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EU,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EW,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EX,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EY,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1EZ,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FA,0,0,E00185110,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FB,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FD,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FE,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FF,0,0,E00185110,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FG,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FH,0,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FJ,1,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FL,1,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FN,0,0,E00048508,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FP,0,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FQ,1,0,E00185110,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FR,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FS,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FT,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FU,0,0,E00048497,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FW,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FX,0,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FY,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1FZ,0,0,E00048514,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GA,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GB,0,0,E00048486,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GD,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GE,0,0,E00048486,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GF,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GG,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GH,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GJ,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GL,0,0,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GN,0,0,E00048479,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GP,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GQ,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GR,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GS,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GT,0,0,E00048486,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GU,0,0,E00048479,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GW,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GX,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GY,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1GZ,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HA,0,0,E00048486,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HB,0,0,E00048479,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HD,0,0,E00048479,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HE,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HF,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HG,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HH,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HJ,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HL,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HN,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HP,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HQ,0,0,E00048604,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1HR,0,0,E00048605,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1HS,0,0,E00048605,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1HT,0,0,E00048605,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1HU,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HW,0,0,E00049157,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HX,0,0,E00049157,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HY,0,0,E00049157,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1HZ,0,0,E00049158,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JA,0,0,E00049158,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JB,0,0,E00049158,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JD,0,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JE,0,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JF,0,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JG,0,0,E00048625,E01009608,E01009608,Coventry 004D,Hall Green Road – Clarke Street,2,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JH,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JJ,0,0,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JL,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JN,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JP,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JQ,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JR,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JS,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JT,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JU,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JW,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JX,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1JY,0,0,E00048485,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1JZ,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LA,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LB,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LD,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LE,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LF,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LG,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LH,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LJ,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LL,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LN,0,0,E00048584,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LP,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LQ,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LR,0,0,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LS,0,0,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LT,0,0,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LU,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LW,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LX,0,0,E00048641,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LY,0,0,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1LZ,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NA,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NB,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1ND,0,0,E00048641,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NE,0,0,E00048641,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NF,0,0,E00048641,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NG,0,0,E00048634,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1NH,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1NJ,0,0,E00048606,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1NL,0,0,E00048606,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1NN,0,0,E00048478,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1NP,0,0,E00048478,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1NQ,0,0,E00048606,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1NW,0,0,E00048478,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1NX,0,0,E00048482,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1NY,0,0,E00048482,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1NZ,0,0,E00048478,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
