pcds,term,usertype,oa21,lsoa11,lsoa21,lsoa21_onsname,lsoa21_name,imd_decile,msoa21,msoa21_onsname,msoa21_name,ward,ward_name,pcon,pcon_name
CV1 1NW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NX,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NY,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PB,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PD,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PE,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PF,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PH,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1PJ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PL,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PN,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1PP,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PQ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PS,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PT,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1PX,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1PZ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QA,1,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QB,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QD,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QE,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QF,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QG,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QH,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QJ,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1QL,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QN,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QP,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QQ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QR,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QS,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QT,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QX,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1QY,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1QZ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1RA,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1RD,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1WJ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1WR,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1WX,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1XR,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1YB,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1YJ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1YT,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1YX,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1YY,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZA,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1ZB,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZD,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZE,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZF,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZG,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZH,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZJ,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1ZL,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZP,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZQ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZS,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZT,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZU,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZX,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZY,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ZZ,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 2AA,0,0,E00048788,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AB,0,0,E00048788,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AD,0,0,E00048760,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AE,0,0,E00048760,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AF,0,0,E00048760,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AG,0,0,E00048760,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AH,0,0,E00048788,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AJ,0,0,E00185061,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AL,0,0,E00185061,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AN,0,0,E00048760,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AP,0,0,E00185070,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AQ,0,0,E00048758,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AR,0,0,E00048758,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AS,0,1,E00185070,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AT,0,0,E00048753,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AU,0,0,E00048753,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AW,0,0,E00048799,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AX,0,0,E00048799,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AY,0,0,E00048758,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2AZ,0,0,E00048759,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BA,0,0,E00048758,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BB,0,0,E00048761,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BD,0,0,E00048761,E01009633,E01009633,Coventry 028A,Charterhouse - St Georges Road ,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BE,0,1,E00185101,E01009619,E01034750,Coventry 038H,Charterhouse Terry Road,4,E02001995,Coventry 038,Whitley & Tollbar End,E05001226,Lower Stoke,E14001182,Coventry South
CV1 2BF,0,0,E00048797,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BG,0,0,E00185101,E01009619,E01034750,Coventry 038H,Charterhouse Terry Road,4,E02001995,Coventry 038,Whitley & Tollbar End,E05001226,Lower Stoke,E14001182,Coventry South
CV1 2BH,0,0,E00048796,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BJ,0,0,E00048796,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BL,1,0,E00185070,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BN,0,0,E00185070,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BP,0,0,E00048797,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BQ,0,0,E00185070,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BS,0,0,E00048799,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BT,0,0,E00048793,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BU,0,0,E00048793,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BW,0,0,E00048797,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BX,0,0,E00048796,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BY,0,0,E00048796,E01009635,E01034742,Coventry 028F,Upper Gulson Road,4,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
CV1 2BZ,0,0,E00048797,E01009634,E01009634,Coventry 028B,London Road - Acacia Northfields Roads,5,E02001985,Coventry 028,Lower Stoke & Gosford Park,E05001228,St Michael's,E14001182,Coventry South
